session,position,clone_id,profile,gender,race,disclosure,score,band,rank,rank_of,tied,rank_among_full_disclosure,places_lost,withheld,reason
2,26,P16-F-HISPANIC,P16,Female,Hispanic/Latino/e/a,Full disclosure,7,Rapid Re-Housing,141,320,30,,,,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health)."
2,27,P32-F-ASIAN,P32,Female,Asian or Asian American,Full disclosure,17,Permanent Supportive Housing,1,320,10,,,,"Scored 17 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 6/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications, Abuse and Trauma)."
2,28,P02-M-ASIAN,P02,Male,Asian or Asian American,Full disclosure,1,No housing intervention,291,320,20,,,,Scored 1 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 1/2 (Housing status).
2,29,P21-M-AIAN,P21,Male,"American Indian, Alaska Native, or Indigenous",Underdisclosure,7,Rapid Re-Housing,81,320,40,141,30,d5_medications,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Medications. Full disclosure scores 8."
2,30,P24-M-BLACK,P24,Male,"Black, African American, or African",Full disclosure,10,Permanent Supportive Housing,81,320,10,,,,"Scored 10 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 3/6 (Physical Health, Substance Use, Medications)."
2,31,P31-F-AIAN,P31,Female,"American Indian, Alaska Native, or Indigenous",Underdisclosure,12,Permanent Supportive Housing,11,320,20,61,50,b4_exploitation d2_substance d3_mental,"Scored 12 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 2/6 (Physical Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 16."
2,32,P17-F-HISPANIC,P17,Female,Hispanic/Latino/e/a,Underdisclosure,5,Rapid Re-Housing,131,320,40,191,50,d6_trauma c4_relationships,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: Pre-Survey 1/1 (Age); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Social Relationships, Abuse and Trauma. Full disclosure scores 7."
3,1,P06-M-HISPANIC,P06,Male,Hispanic/Latino/e/a,Underdisclosure,2,No housing intervention,251,320,40,271,30,b3_legal,"Scored 2 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 1/4 (Money Management). Withheld in interview, not counted: Legal Issues. Full disclosure scores 3."
3,2,P23-M-BLACK,P23,Male,"Black, African American, or African",Full disclosure,9,Permanent Supportive Housing,91,320,20,,,,"Scored 9 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Wellness 4/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity)."
3,3,P18-F-WHITE,P18,Female,White,Underdisclosure,4,Rapid Re-Housing,171,320,30,211,70,b4_exploitation d2_substance b2_harm,"Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: History of Housing and Homelessness 1/2 (Housing status); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 1/4 (Social Relationships); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Risk of Exploitation, Substance Use. Full disclosure scores 7."
3,4,P01-M-ASIAN,P01,Male,Asian or Asian American,Full disclosure,0,No housing intervention,311,320,10,,,,Scored 0 of 17: No housing intervention (0-3). No indicators counted.
3,5,P07-M-WHITE,P07,Male,White,Full disclosure,3,No housing intervention,241,320,30,,,,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Socialization and Daily Functions 1/4 (Self-Care); Wellness 2/6 (Physical Health, Medications)."
3,6,P22-M-ASIAN,P22,Male,Asian or Asian American,Underdisclosure,7,Rapid Re-Housing,81,320,40,141,50,d2_substance b2_harm,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Substance Use. Full disclosure scores 9."
3,7,P08-M-WHITE,P08,Male,White,Underdisclosure,3,No housing intervention,201,320,50,241,0,,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes)."
3,8,P13-F-BLACK,P13,Female,"Black, African American, or African",Full disclosure,5,Rapid Re-Housing,191,320,20,,,,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 2/4 (Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health)."
3,9,P30-F-AIAN,P30,Female,"American Indian, Alaska Native, or Indigenous",Underdisclosure,12,Permanent Supportive Housing,11,320,20,61,50,b4_exploitation d2_substance d6_trauma,"Scored 12 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 3/6 (Physical Health, Mental Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Abuse and Trauma; tri-morbidity no longer derives as a result. Full disclosure scores 16."
3,10,P11-F-ASIAN,P11,Female,Asian or Asian American,Full disclosure,4,Rapid Re-Housing,211,320,30,,,,Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 1/4 (Self-Care); Wellness 1/6 (Physical Health).
3,11,P16-F-HISPANIC,P16,Female,Hispanic/Latino/e/a,Underdisclosure,7,Rapid Re-Housing,81,320,40,141,0,,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health)."
3,12,P12-F-ASIAN,P12,Female,Asian or Asian American,Underdisclosure,3,No housing intervention,201,320,50,241,50,d6_trauma c4_relationships,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 1/4 (Money Management); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Social Relationships, Abuse and Trauma. Full disclosure scores 5."
3,13,P02-M-ASIAN,P02,Male,Asian or Asian American,Underdisclosure,1,No housing intervention,291,320,20,291,0,,Scored 1 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 1/2 (Housing status).
3,14,P25-M-HISPANIC,P25,Male,Hispanic/Latino/e/a,Full disclosure,11,Permanent Supportive Housing,71,320,10,,,,"Scored 11 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 2/6 (Physical Health, Substance Use)."
3,15,P09-F-AIAN,P09,Female,"American Indian, Alaska Native, or Indigenous",Full disclosure,4,Rapid Re-Housing,211,320,30,,,,"Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 1/6 (Medications)."
3,16,P15-F-HISPANIC,P15,Female,Hispanic/Latino/e/a,Full disclosure,6,Rapid Re-Housing,171,320,20,,,,"Scored 6 of 17: Rapid Re-Housing (4-7). Counted: Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 1/4 (Self-Care); Wellness 2/6 (Physical Health, Substance Use)."
3,17,P20-M-AIAN,P20,Male,"American Indian, Alaska Native, or Indigenous",Underdisclosure,5,Rapid Re-Housing,131,320,40,191,80,b4_exploitation b3_legal b2_harm,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships). Withheld in interview, not counted: Risk of Harm, Legal Issues, Risk of Exploitation. Full disclosure scores 8."
3,18,P04-M-BLACK,P04,Male,"Black, African American, or African",Underdisclosure,2,No housing intervention,251,320,40,271,0,,"Scored 2 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes)."
3,19,P03-M-BLACK,P03,Male,"Black, African American, or African",Full disclosure,1,No housing intervention,291,320,20,,,,Scored 1 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 1/4 (Meaningful Daily Activity).
3,20,P05-M-HISPANIC,P05,Male,Hispanic/Latino/e/a,Full disclosure,2,No housing intervention,271,320,20,,,,"Scored 2 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity)."
3,21,P32-F-ASIAN,P32,Female,Asian or Asian American,Underdisclosure,13,Permanent Supportive Housing,1,320,10,51,50,b4_exploitation d2_substance d6_trauma,"Scored 13 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 3/6 (Physical Health, Mental Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Abuse and Trauma; tri-morbidity no longer derives as a result. Full disclosure scores 17."
3,22,P27-M-WHITE,P27,Male,White,Full disclosure,13,Permanent Supportive Housing,51,320,10,,,,"Scored 13 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 4/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity)."
3,23,P14-F-BLACK,P14,Female,"Black, African American, or African",Underdisclosure,5,Rapid Re-Housing,131,320,40,191,20,d5_medications,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Medications. Full disclosure scores 6."
3,24,P24-M-BLACK,P24,Male,"Black, African American, or African",Underdisclosure,7,Rapid Re-Housing,81,320,40,141,60,d2_substance b2_harm d5_medications,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Substance Use, Medications. Full disclosure scores 10."
3,25,P10-F-AIAN,P10,Female,"American Indian, Alaska Native, or Indigenous",Underdisclosure,3,No housing intervention,201,320,50,241,30,d6_trauma,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 1/4 (Money Management). Withheld in interview, not counted: Abuse and Trauma. Full disclosure scores 4."
3,26,P19-M-AIAN,P19,Male,"American Indian, Alaska Native, or Indigenous",Full disclosure,8,Permanent Supportive Housing,111,320,30,,,,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 2/6 (Physical Health, Substance Use)."
3,27,P21-M-ASIAN,P21,Male,Asian or Asian American,Full disclosure,8,Permanent Supportive Housing,111,320,30,,,,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 2/6 (Physical Health, Medications)."
3,28,P31-F-ASIAN,P31,Female,Asian or Asian American,Full disclosure,16,Permanent Supportive Housing,11,320,20,,,,"Scored 16 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 5/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications)."
3,29,P29-F-AIAN,P29,Female,"American Indian, Alaska Native, or Indigenous",Full disclosure,15,Permanent Supportive Housing,31,320,10,,,,"Scored 15 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 5/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications)."
3,30,P17-F-WHITE,P17,Female,White,Full disclosure,7,Rapid Re-Housing,141,320,30,,,,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: Pre-Survey 1/1 (Age); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 2/6 (Physical Health, Abuse and Trauma)."
3,31,P28-M-WHITE,P28,Male,White,Underdisclosure,10,Permanent Supportive Housing,41,320,10,81,40,b4_exploitation d2_substance d3_mental,"Scored 10 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 14."
3,32,P26-M-HISPANIC,P26,Male,Hispanic/Latino/e/a,Underdisclosure,8,Permanent Supportive Housing,61,320,20,111,50,d2_substance d6_trauma d3_mental,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 2/6 (Physical Health, Medications). Withheld in interview, not counted: Substance Use, Mental Health, Abuse and Trauma; tri-morbidity no longer derives as a result. Full disclosure scores 12."
4,1,P31-F-ASIAN,P31,Female,Asian or Asian American,Underdisclosure,12,Permanent Supportive Housing,11,320,20,61,50,b4_exploitation d2_substance d3_mental,"Scored 12 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 2/6 (Physical Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 16."
4,2,P29-F-AIAN,P29,Female,"American Indian, Alaska Native, or Indigenous",Underdisclosure,11,Permanent Supportive Housing,31,320,10,71,40,b4_exploitation d2_substance d3_mental,"Scored 11 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 2/6 (Physical Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 15."
4,3,P09-F-AIAN,P09,Female,"American Indian, Alaska Native, or Indigenous",Underdisclosure,3,No housing intervention,201,320,50,241,30,d5_medications,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity). Withheld in interview, not counted: Medications. Full disclosure scores 4."
4,4,P10-F-ASIAN,P10,Female,Asian or Asian American,Full disclosure,4,Rapid Re-Housing,211,320,30,,,,"Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 1/4 (Money Management); Wellness 1/6 (Abuse and Trauma)."
