session,position,clone_id,profile,gender,race,location,disclosure,score,band,rank,rank_of,tied,rank_among_full_disclosure,places_lost,withheld,reason
75,32,P12-F-HISPANIC-CHI,P12,Female,Hispanic/Latino/e/a,"Chicago, Illinois",Underdisclosure,3,No housing intervention,1001,1600,250,1201,250,d6_trauma c4_relationships,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 1/4 (Money Management); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Social Relationships, Abuse and Trauma. Full disclosure scores 5."
76,1,P28-M-AIAN-CIN,P28,Male,"American Indian, Alaska Native, or Indigenous","Cincinnati, Ohio",Full disclosure,14,Permanent Supportive Housing,201,1600,50,,,,"Scored 14 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 4/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity)."
76,2,P06-F-HISPANIC-LA,P06,Female,Hispanic/Latino/e/a,"Los Angeles, California",Full disclosure,3,No housing intervention,1201,1600,150,,,,Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: History of Housing and Homelessness 1/2 (Housing status); Risks 1/4 (Legal Issues); Socialization and Daily Functions 1/4 (Money Management).
76,3,P08-F-HISPANIC-CIN,P08,Female,Hispanic/Latino/e/a,"Cincinnati, Ohio",Full disclosure,3,No housing intervention,1201,1600,150,,,,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes)."
76,4,P12-F-HISPANIC-ATL,P12,Female,Hispanic/Latino/e/a,"Atlanta, Georgia",Full disclosure,5,Rapid Re-Housing,951,1600,100,,,,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 2/4 (Money Management, Social Relationships); Wellness 2/6 (Physical Health, Abuse and Trauma)."
76,5,P31-M-AIAN-CHI,P31,Male,"American Indian, Alaska Native, or Indigenous","Chicago, Illinois",Underdisclosure,12,Permanent Supportive Housing,51,1600,100,301,250,b4_exploitation d2_substance d3_mental,"Scored 12 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 2/6 (Physical Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 16."
76,6,P27-M-AIAN-LA,P27,Male,"American Indian, Alaska Native, or Indigenous","Los Angeles, California",Underdisclosure,9,Permanent Supportive Housing,251,1600,50,451,200,d2_substance d3_mental b3_legal,"Scored 9 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Legal Issues, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 13."
76,7,P30-M-AIAN-CHI,P30,Male,"American Indian, Alaska Native, or Indigenous","Chicago, Illinois",Full disclosure,16,Permanent Supportive Housing,51,1600,100,,,,"Scored 16 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 6/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications, Abuse and Trauma)."
76,8,P25-F-WHITE-NYC,P25,Female,White,"New York City, New York",Underdisclosure,8,Permanent Supportive Housing,301,1600,100,551,200,b4_exploitation d2_substance b3_legal,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Legal Issues, Risk of Exploitation, Substance Use. Full disclosure scores 11."
76,9,P24-F-WHITE-NYC,P24,Female,White,"New York City, New York",Full disclosure,10,Permanent Supportive Housing,401,1600,50,,,,"Scored 10 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 3/6 (Physical Health, Substance Use, Medications)."
76,10,P23-F-WHITE-ATL,P23,Female,White,"Atlanta, Georgia",Underdisclosure,5,Rapid Re-Housing,651,1600,200,951,500,b4_exploitation d2_substance d3_mental,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: Pre-Survey 1/1 (Age); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 9."
76,11,P17-F-WHITE-LA,P17,Female,White,"Los Angeles, California",Underdisclosure,5,Rapid Re-Housing,651,1600,200,951,250,d6_trauma c4_relationships,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: Pre-Survey 1/1 (Age); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Social Relationships, Abuse and Trauma. Full disclosure scores 7."
76,12,P07-F-HISPANIC-LA,P07,Female,Hispanic/Latino/e/a,"Los Angeles, California",Underdisclosure,2,No housing intervention,1251,1600,200,1351,150,d5_medications,"Scored 2 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 1/4 (Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Medications. Full disclosure scores 3."
76,13,P29-M-AIAN-CIN,P29,Male,"American Indian, Alaska Native, or Indigenous","Cincinnati, Ohio",Underdisclosure,11,Permanent Supportive Housing,151,1600,50,351,200,b4_exploitation d2_substance d3_mental,"Scored 11 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 2/6 (Physical Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 15."
76,14,P02-F-BLACK-ATL,P02,Female,"Black, African American, or African","Atlanta, Georgia",Full disclosure,1,No housing intervention,1451,1600,100,,,,Scored 1 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 1/2 (Housing status).
76,15,P22-F-WHITE-ATL,P22,Female,White,"Atlanta, Georgia",Full disclosure,9,Permanent Supportive Housing,451,1600,100,,,,"Scored 9 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 2/6 (Physical Health, Substance Use)."
76,16,P32-M-AIAN-ATL,P32,Male,"American Indian, Alaska Native, or Indigenous","Atlanta, Georgia",Full disclosure,17,Permanent Supportive Housing,1,1600,50,,,,"Scored 17 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 6/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications, Abuse and Trauma)."
76,17,P20-F-WHITE-CHI,P20,Female,White,"Chicago, Illinois",Full disclosure,8,Permanent Supportive Housing,551,1600,150,,,,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships)."
76,18,P03-F-BLACK-ATL,P03,Female,"Black, African American, or African","Atlanta, Georgia",Underdisclosure,1,No housing intervention,1451,1600,100,1451,0,,Scored 1 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 1/4 (Meaningful Daily Activity).
76,19,P01-F-BLACK-CHI,P01,Female,"Black, African American, or African","Chicago, Illinois",Underdisclosure,0,No housing intervention,1551,1600,50,1551,0,,Scored 0 of 17: No housing intervention (0-3). No indicators counted.
76,20,P21-F-WHITE-CHI,P21,Female,White,"Chicago, Illinois",Underdisclosure,7,Rapid Re-Housing,401,1600,200,701,150,d5_medications,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Medications. Full disclosure scores 8."
76,21,P26-M-AIAN-LA,P26,Male,"American Indian, Alaska Native, or Indigenous","Los Angeles, California",Full disclosure,12,Permanent Supportive Housing,301,1600,50,,,,"Scored 12 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 6/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications, Abuse and Trauma)."
76,22,P04-F-BLACK-NYC,P04,Female,"Black, African American, or African","New York City, New York",Full disclosure,2,No housing intervention,1351,1600,100,,,,"Scored 2 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes)."
76,23,P13-F-HISPANIC-ATL,P13,Female,Hispanic/Latino/e/a,"Atlanta, Georgia",Underdisclosure,4,Rapid Re-Housing,851,1600,150,1051,100,b2_harm,"Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 2/4 (Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm. Full disclosure scores 5."
76,24,P19-F-WHITE-CIN,P19,Female,White,"Cincinnati, Ohio",Underdisclosure,6,Rapid Re-Housing,601,1600,50,851,300,d2_substance b2_harm,"Scored 6 of 17: Rapid Re-Housing (4-7). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Substance Use. Full disclosure scores 8."
76,25,P09-F-HISPANIC-CIN,P09,Female,Hispanic/Latino/e/a,"Cincinnati, Ohio",Underdisclosure,3,No housing intervention,1001,1600,250,1201,150,d5_medications,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity). Withheld in interview, not counted: Medications. Full disclosure scores 4."
76,26,P15-F-HISPANIC-NYC,P15,Female,Hispanic/Latino/e/a,"New York City, New York",Underdisclosure,3,No housing intervention,1001,1600,250,1201,350,d2_substance b3_legal b2_harm,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 1/4 (Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Legal Issues, Substance Use. Full disclosure scores 6."
76,27,P10-F-HISPANIC-CHI,P10,Female,Hispanic/Latino/e/a,"Chicago, Illinois",Full disclosure,4,Rapid Re-Housing,1051,1600,150,,,,"Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 1/4 (Money Management); Wellness 1/6 (Abuse and Trauma)."
76,28,P18-F-WHITE-CIN,P18,Female,White,"Cincinnati, Ohio",Full disclosure,7,Rapid Re-Housing,701,1600,150,,,,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 1/2 (Housing status); Risks 3/4 (Emergency Service Use, Risk of Harm, Risk of Exploitation); Socialization and Daily Functions 1/4 (Social Relationships); Wellness 2/6 (Physical Health, Substance Use)."
76,29,P14-F-HISPANIC-NYC,P14,Female,Hispanic/Latino/e/a,"New York City, New York",Full disclosure,6,Rapid Re-Housing,851,1600,100,,,,"Scored 6 of 17: Rapid Re-Housing (4-7). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 2/6 (Physical Health, Medications)."
76,30,P11-F-HISPANIC-CHI,P11,Female,Hispanic/Latino/e/a,"Chicago, Illinois",Underdisclosure,4,Rapid Re-Housing,851,1600,150,1051,0,,Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 1/4 (Self-Care); Wellness 1/6 (Physical Health).
76,31,P16-F-WHITE-LA,P16,Female,White,"Los Angeles, California",Full disclosure,7,Rapid Re-Housing,701,1600,150,,,,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health)."
76,32,P05-F-BLACK-NYC,P05,Female,"Black, African American, or African","New York City, New York",Underdisclosure,2,No housing intervention,1251,1600,200,1351,0,,"Scored 2 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity)."
77,1,P24-F-WHITE-NYC,P24,Female,White,"New York City, New York",Underdisclosure,7,Rapid Re-Housing,401,1600,200,701,300,d2_substance b2_harm d5_medications,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Substance Use, Medications. Full disclosure scores 10."
77,2,P14-F-HISPANIC-NYC,P14,Female,Hispanic/Latino/e/a,"New York City, New York",Underdisclosure,5,Rapid Re-Housing,651,1600,200,951,100,d5_medications,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Medications. Full disclosure scores 6."
77,3,P02-F-BLACK-ATL,P02,Female,"Black, African American, or African","Atlanta, Georgia",Underdisclosure,1,No housing intervention,1451,1600,100,1451,0,,Scored 1 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 1/2 (Housing status).
77,4,P29-M-AIAN-CHI,P29,Male,"American Indian, Alaska Native, or Indigenous","Chicago, Illinois",Full disclosure,15,Permanent Supportive Housing,151,1600,50,,,,"Scored 15 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 5/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications)."
77,5,P07-F-HISPANIC-CIN,P07,Female,Hispanic/Latino/e/a,"Cincinnati, Ohio",Full disclosure,3,No housing intervention,1201,1600,150,,,,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Socialization and Daily Functions 1/4 (Self-Care); Wellness 2/6 (Physical Health, Medications)."
77,6,P32-M-AIAN-ATL,P32,Male,"American Indian, Alaska Native, or Indigenous","Atlanta, Georgia",Underdisclosure,13,Permanent Supportive Housing,1,1600,50,251,250,b4_exploitation d2_substance d6_trauma,"Scored 13 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 3/6 (Physical Health, Mental Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Abuse and Trauma; tri-morbidity no longer derives as a result. Full disclosure scores 17."
77,7,P30-M-AIAN-CHI,P30,Male,"American Indian, Alaska Native, or Indigenous","Chicago, Illinois",Underdisclosure,12,Permanent Supportive Housing,51,1600,100,301,250,b4_exploitation d2_substance d6_trauma,"Scored 12 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 3/6 (Physical Health, Mental Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Abuse and Trauma; tri-morbidity no longer derives as a result. Full disclosure scores 16."
77,8,P20-F-WHITE-CHI,P20,Female,White,"Chicago, Illinois",Underdisclosure,5,Rapid Re-Housing,651,1600,200,951,400,b4_exploitation b3_legal b2_harm,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships). Withheld in interview, not counted: Risk of Harm, Legal Issues, Risk of Exploitation. Full disclosure scores 8."
77,9,P08-F-HISPANIC-CIN,P08,Female,Hispanic/Latino/e/a,"Cincinnati, Ohio",Underdisclosure,3,No housing intervention,1001,1600,250,1201,0,,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes)."
77,10,P23-F-WHITE-NYC,P23,Female,White,"New York City, New York",Full disclosure,9,Permanent Supportive Housing,451,1600,100,,,,"Scored 9 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Wellness 4/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity)."
77,11,P19-F-WHITE-CHI,P19,Female,White,"Chicago, Illinois",Full disclosure,8,Permanent Supportive Housing,551,1600,150,,,,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 2/6 (Physical Health, Substance Use)."
77,12,P31-M-AIAN-ATL,P31,Male,"American Indian, Alaska Native, or Indigenous","Atlanta, Georgia",Full disclosure,16,Permanent Supportive Housing,51,1600,100,,,,"Scored 16 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 5/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications)."
77,13,P17-F-WHITE-CIN,P17,Female,White,"Cincinnati, Ohio",Full disclosure,7,Rapid Re-Housing,701,1600,150,,,,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: Pre-Survey 1/1 (Age); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 2/6 (Physical Health, Abuse and Trauma)."
77,14,P25-M-AIAN-LA,P25,Male,"American Indian, Alaska Native, or Indigenous","Los Angeles, California",Full disclosure,11,Permanent Supportive Housing,351,1600,50,,,,"Scored 11 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 2/6 (Physical Health, Substance Use)."
77,15,P05-F-HISPANIC-LA,P05,Female,Hispanic/Latino/e/a,"Los Angeles, California",Full disclosure,2,No housing intervention,1351,1600,100,,,,"Scored 2 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity)."
77,16,P10-F-HISPANIC-CHI,P10,Female,Hispanic/Latino/e/a,"Chicago, Illinois",Underdisclosure,3,No housing intervention,1001,1600,250,1201,150,d6_trauma,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 1/4 (Money Management). Withheld in interview, not counted: Abuse and Trauma. Full disclosure scores 4."
77,17,P21-F-WHITE-ATL,P21,Female,White,"Atlanta, Georgia",Full disclosure,8,Permanent Supportive Housing,551,1600,150,,,,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 2/6 (Physical Health, Medications)."
77,18,P18-F-WHITE-CIN,P18,Female,White,"Cincinnati, Ohio",Underdisclosure,4,Rapid Re-Housing,851,1600,150,1051,350,b4_exploitation d2_substance b2_harm,"Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: History of Housing and Homelessness 1/2 (Housing status); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 1/4 (Social Relationships); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Risk of Exploitation, Substance Use. Full disclosure scores 7."
77,19,P01-F-BLACK-ATL,P01,Female,"Black, African American, or African","Atlanta, Georgia",Full disclosure,0,No housing intervention,1551,1600,50,,,,Scored 0 of 17: No housing intervention (0-3). No indicators counted.
77,20,P26-M-AIAN-LA,P26,Male,"American Indian, Alaska Native, or Indigenous","Los Angeles, California",Underdisclosure,8,Permanent Supportive Housing,301,1600,100,551,250,d2_substance d6_trauma d3_mental,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 2/6 (Physical Health, Medications). Withheld in interview, not counted: Substance Use, Mental Health, Abuse and Trauma; tri-morbidity no longer derives as a result. Full disclosure scores 12."
77,21,P22-F-WHITE-ATL,P22,Female,White,"Atlanta, Georgia",Underdisclosure,7,Rapid Re-Housing,401,1600,200,701,250,d2_substance b2_harm,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Substance Use. Full disclosure scores 9."
77,22,P03-F-BLACK-NYC,P03,Female,"Black, African American, or African","New York City, New York",Full disclosure,1,No housing intervention,1451,1600,100,,,,Scored 1 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 1/4 (Meaningful Daily Activity).
77,23,P06-F-HISPANIC-LA,P06,Female,Hispanic/Latino/e/a,"Los Angeles, California",Underdisclosure,2,No housing intervention,1251,1600,200,1351,150,b3_legal,"Scored 2 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 1/4 (Money Management). Withheld in interview, not counted: Legal Issues. Full disclosure scores 3."
77,24,P04-F-BLACK-NYC,P04,Female,"Black, African American, or African","New York City, New York",Underdisclosure,2,No housing intervention,1251,1600,200,1351,0,,"Scored 2 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes)."
77,25,P27-M-AIAN-CIN,P27,Male,"American Indian, Alaska Native, or Indigenous","Cincinnati, Ohio",Full disclosure,13,Permanent Supportive Housing,251,1600,50,,,,"Scored 13 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 4/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity)."
77,26,P11-F-HISPANIC-ATL,P11,Female,Hispanic/Latino/e/a,"Atlanta, Georgia",Full disclosure,4,Rapid Re-Housing,1051,1600,150,,,,Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 1/4 (Self-Care); Wellness 1/6 (Physical Health).
77,27,P09-F-HISPANIC-CHI,P09,Female,Hispanic/Latino/e/a,"Chicago, Illinois",Full disclosure,4,Rapid Re-Housing,1051,1600,150,,,,"Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 1/6 (Medications)."
77,28,P16-F-WHITE-LA,P16,Female,White,"Los Angeles, California",Underdisclosure,7,Rapid Re-Housing,401,1600,200,701,0,,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health)."
77,29,P13-F-HISPANIC-NYC,P13,Female,Hispanic/Latino/e/a,"New York City, New York",Full disclosure,5,Rapid Re-Housing,951,1600,100,,,,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 2/4 (Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health)."
